nrow,id,dia,aerolinea,destino,region,dest_size,area_abordaje,fecha_salida,espera_min,limpieza,seguridad,satisfaccion,espera_hr,espera_tipo,tipo_dia_semana
172,2157,miércoles,FRONTIER,DENVER,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,153.0,Limpio,Muy seguro,Muy satisfecho,2.55,medio,weekday
173,1103,martes,SUDOESTE,SAN DIEGO,oeste de ee. uu.,Medium,Gates 20-39,2018-12-31,120.0,Limpio,Muy seguro,Muy satisfecho,2.0,medio,weekday
174,2053,viernes,UNITED,NEWARK,east us,Hub,Gates 70-90,2018-12-31,90.0,Promedio,Algo seguro,Neutral,1.5,medio,weekday
175,2353,miércoles,UNITED,AUSTIN,medio oeste de ee. uu.,Medium,Gates 70-90,2018-12-31,150.0,Limpio,Muy seguro,Algo satisfecho,2.5,medio,weekday
176,3048,domingo,PHILIPPINE AIRLINES,MANILA,asia,Medium,Gates 1-12,2018-01-01,215.0,Algo limpio,Muy seguro,Algo satisfecho,3.5833333333333335,largo,weekend
177,2143,miércoles,FRONTIER,DENVER,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,123.0,Limpio,Muy seguro,Algo satisfecho,2.05,medio,weekday
178,1113,jueves,DELTA,MINNEAPOLIS-ST. PAUL,midwest us,Hub,Gates 40-48,2018-12-31,120.0,Limpio,Muy seguro,Muy satisfecho,2.0,medio,weekday
180,1303,martes,UNITED INTL,LONDON HEATHROW,europa,Hub,Gates 91-102,2018-12-31,140.0,Limpio,Muy seguro,Neutral,2.3333333333333335,medio,weekday
181,1261,jueves,ESTE DE CHINA,SHANGHAI,asia,Hub,Gates 1-12,2018-12-31,195.0,Limpio,Muy seguro,Algo satisfecho,3.25,largo,weekday
182,9004,viernes,AIR CANADA,VANCOUVER,canadá / méxico,Medium,Gates 91-102,2018-12-31,335.0,Limpio,Muy seguro,Muy satisfecho,5.583333333333333,largo,weekday
183,1913,sábado,AIR FRANCE / KLM,PARIS-DE GAULLE,europa,Hub,Gates 1-12,2018-12-31,215.0,Limpio,Muy seguro,Algo satisfecho,3.5833333333333335,largo,weekend
184,3035,martes,UNITED,PORTLAND,oeste de ee. uu.,Medium,Gates 70-90,2018-12-31,216.0,Algo limpio,Algo seguro,Algo satisfecho,3.6,largo,weekday
185,1542,jueves,DELTA,NUEVA YORK-JFK,este de ee. uu.,Hub,Gates 40-48,2018-12-31,105.0,Algo limpio,Muy seguro,Algo satisfecho,1.75,medio,weekday
186,2352,martes,DELTA,MINNEAPOLIS-ST. PAUL,medio oeste de ee. uu.,Hub,Gates 40-48,2018-12-31,155.0,Limpio,Muy seguro,Algo satisfecho,2.5833333333333335,medio,weekday
187,801,domingo,ALASKA,BALTIMORE,este de ee. uu.,Medium,Gates 50-59,2018-12-31,155.0,Limpio,Muy seguro,Muy satisfecho,2.5833333333333335,medio,weekend
189,529,jueves,EMIRATES,DUBAI,medio oriente,Hub,Gates 1-12,2018-12-31,240.0,Algo sucio,Algo seguro,Neutral,4.0,largo,weekday
191,3107,martes,UNITED,SPOKANE,west us,Small,Gates 70-90,2018-12-31,247.0,Limpio,Muy seguro,Muy satisfecho,4.116666666666666,largo,weekday
192,1785,sábado,UNITED,RALEIGH-DURHAM,east us,Medium,Gates 70-90,2018-12-31,130.0,Promedio,Neutral,Neutral,2.1666666666666665,medio,weekend
193,202,miércoles,AMERICAN,LOS ANGELES,oeste de ee. uu.,Hub,Gates 50-59,2018-12-31,85.0,Algo limpio,Algo seguro,Algo satisfecho,1.4166666666666667,medio,weekday
194,883,martes,ALASKA,SEATTLE,oeste de ee. uu.,Hub,Gates 50-59,2018-12-31,145.0,Promedio,Muy seguro,Neutral,2.4166666666666665,medio,weekday
195,3142,jueves,DELTA,SALT LAKE CITY,oeste de ee. uu.,Medium,Gates 40-48,2018-12-31,45.0,Algo limpio,Muy seguro,Algo satisfecho,0.75,corto,weekday
196,3157,martes,UNITED,SAN DIEGO,oeste de ee. uu.,Medium,Gates 60-69,2018-12-31,135.0,Algo limpio,Muy seguro,Neutral,2.25,medio,weekday
197,1894,lunes,LUFTHANSA,MUNICH,europa,Hub,Gates 91-102,2018-12-31,235.0,Algo limpio,Muy seguro,Algo satisfecho,3.9166666666666665,largo,weekday
198,458,domingo,UNITED,DALLAS-FT. VALOR,medio oeste de ee. uu.,Hub,Gates 60-69,2018-12-31,250.0,Algo limpio,Algo seguro,Muy satisfecho,4.166666666666667,largo,weekend
199,2020,viernes,BRITISH AIRWAYS,LONDON HEATHROW,europa,Hub,Gates 1-12,2018-12-31,105.0,Algo limpio,Neutral,Neutral,1.75,medio,weekday
200,312,jueves,UNITED,SAN DIEGO,oeste de ee. uu.,Medium,Gates 70-90,2018-12-31,182.0,Algo limpio,Muy seguro,Muy satisfecho,3.033333333333333,largo,weekday
201,2903,viernes,TURKISH AIRLINES,ESTAMBUL,oriente medio,Hub,Gates 91-102,2018-12-31,195.0,Limpio,Muy seguro,Muy satisfecho,3.25,largo,weekday
202,2108,viernes,JETBLUE,LONG BEACH,oeste de ee. uu.,Small,Gates 1-12,2018-12-31,119.0,Algo limpio,Muy seguro,Algo satisfecho,1.9833333333333334,medio,weekday
203,339,miércoles,SUDOESTE,PHOENIX,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,180.0,Promedio,Neutral,Neutral,3.0,medio,weekday
204,2938,viernes,TURKISH AIRLINES,ESTAMBUL,medio oriente,Hub,Gates 91-102,2018-12-31,135.0,Promedio,Neutral,Neutral,2.25,medio,weekday
205,1396,martes,UNITED INTL,SHANGHAI,asia,Hub,Gates 91-102,2018-12-31,295.0,Algo limpio,Muy seguro,Neutral,4.916666666666667,largo,weekday
206,1843,miércoles,SUDOESTE,SAN DIEGO,oeste de ee. uu.,Medium,Gates 20-39,2018-12-31,166.37267582861762,Promedio,Algo seguro,Algo satisfecho,2.77287793047696,medio,weekday
207,3038,martes,UNITED,PORTLAND,oeste de ee. uu.,Medium,Gates 70-90,2018-12-31,362.0,Algo limpio,Algo seguro,Algo satisfecho,6.033333333333333,largo,weekday
208,1482,miércoles,FRONTIER,DENVER,oeste de ee. uu.,Hub,Gates 20-39,2018-01-01,179.0,Algo limpio,Muy seguro,Algo satisfecho,2.9833333333333334,medio,weekday
209,2670,martes,SUDOESTE,DENVER,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,260.0,Promedio,Muy seguro,Algo satisfecho,4.333333333333333,largo,weekday
211,756,domingo,ALASKA,NUEVA YORK-JFK,este de ee. uu.,Hub,Gates 50-59,2018-12-31,125.0,Limpio,Muy seguro,Algo satisfecho,2.0833333333333335,medio,weekend
212,2128,miércoles,FRONTIER,DENVER,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,243.0,Limpio,Muy seguro,Algo satisfecho,4.05,largo,weekday
213,1514,miércoles,INTERJET,GUADALAJARA,canadá / méxico,Medium,Gates 1-12,2018-12-31,105.0,Algo limpio,Muy seguro,Algo satisfecho,1.75,medio,weekday
215,2481,viernes,UNITED,CHICAGO-O'HARE,midwest us,Hub,Gates 60-69,2018-12-31,89.0,Promedio,Algo seguro,Neutral,1.4833333333333334,medio,weekday
217,1150,martes,SUDOESTE,SAN DIEGO,oeste de ee. uu.,Medium,Gates 20-39,2018-12-31,49.9999999999998,Limpio,Muy seguro,Muy satisfecho,0.83333333333333,corto,weekday
218,1105,jueves,DELTA,MINNEAPOLIS-ST. PAUL,medio oeste de ee. uu.,Hub,Gates 40-48,2018-12-31,105.0,Algo limpio,Neutral,Algo satisfecho,1.75,medio,weekday
219,2945,miércoles,SUDOESTE,LOS ÁNGELES,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,65.0,Algo limpio,Algo seguro,Algo satisfecho,1.0833333333333333,medio,weekday
220,261,viernes,AIR CANADA,TORONTO,canadá / méxico,Hub,Gates 91-102,2018-12-31,115.0,Limpio,Muy seguro,Algo satisfecho,1.9166666666666667,medio,weekday
221,819,domingo,ALASKA,PORTLAND,oeste de ee. uu.,Medium,Gates 50-59,2018-12-31,80.0,Algo limpio,Neutral,Neutral,1.3333333333333333,medio,weekend
223,2924,viernes,TURKISH AIRLINES,ESTAMBUL,medio oriente,Hub,Gates 91-102,2018-12-31,205.0,Algo limpio,Algo seguro,Algo satisfecho,3.4166666666666665,largo,weekday
224,2245,jueves,SUDOESTE,PHOENIX,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,140.0,Promedio,Algo seguro,Algo satisfecho,2.3333333333333335,medio,weekday
225,238,miércoles,AMERICAN,LOS ANGELES,oeste de ee. uu.,Hub,Gates 50-59,2018-12-31,115.0,Algo limpio,Muy seguro,Algo satisfecho,1.9166666666666667,medio,weekday
226,1077,viernes,AIR CANADA,CALGARY,canadá / méxico,Medium,Gates 91-102,2018-12-31,385.0,Algo limpio,Algo seguro,Neutral,6.416666666666667,largo,weekday
227,3176,jueves,DELTA,LOS ÁNGELES,oeste de ee. uu.,Hub,Gates 40-48,2018-12-31,120.0,Algo limpio,Muy seguro,Algo satisfecho,2.0,medio,weekday
228,1798,domingo,ALASKA,RALEIGH-DURHAM,este de ee. uu.,Medium,Gates 50-59,2018-12-31,175.0,Promedio,Neutral,Neutral,2.9166666666666665,medio,weekend
229,1737,lunes,AIR CANADA,TORONTO,canadá / méxico,Hub,Gates 91-102,2018-12-31,420.0,Algo limpio,Algo seguro,Muy satisfecho,7.0,largo,weekday
230,3264,martes,UNITED,SAN DIEGO,west us,Medium,Gates 70-90,2018-12-31,390.0,Algo limpio,Muy seguro,Muy satisfecho,6.5,largo,weekday
231,2663,sábado,JETBLUE,BOSTON,este de ee. uu.,Large,Gates 1-12,2018-12-31,152.0,Limpio,Algo seguro,Algo satisfecho,2.533333333333333,medio,weekend
232,1321,jueves,JETBLUE,NUEVA YORK-JFK,este de ee. uu.,Hub,Gates 1-12,2018-12-31,276.0,Algo limpio,Muy seguro,Neutral,4.6,largo,weekday
233,2377,miércoles,UNITED,AUSTIN,midwest us,Medium,Gates 70-90,2018-12-31,250.0,Promedio,Neutral,Algo satisfecho,4.166666666666667,largo,weekday
234,3024,jueves,ALASKA,SEATTLE,oeste de ee. uu.,Hub,Gates 50-59,2018-12-31,105.0,Promedio,Algo seguro,Algo satisfecho,1.75,medio,weekday
235,713,jueves,AIR FRANCE / KLM,PARIS-DE GAULLE,europa,Hub,Gates 1-12,2018-12-31,185.0,Limpio,Muy seguro,Algo satisfecho,3.0833333333333335,largo,weekday
236,2385,miércoles,UNITED INTL,SYDNEY,australia / nueva zelanda,Hub,Gates 91-102,2018-12-31,515.0,Algo limpio,Muy seguro,Algo satisfecho,8.583333333333334,largo,weekday
237,1732,lunes,AIR CANADA,TORONTO,canadá / méxico,Hub,Gates 91-102,2018-12-31,100.0,Algo limpio,Neutral,Algo satisfecho,1.6666666666666667,medio,weekday
238,2878,viernes,EVA AIR,TAIPEI,asia,Hub,Gates 91-102,2018-12-31,180.0,Limpio,Muy seguro,Muy satisfecho,3.0,medio,weekday
239,1607,jueves,VIRGIN ATLANTIC,LONDON HEATHROW,europa,Hub,Gates 1-12,2018-12-31,200.0,Algo limpio,Muy seguro,Neutral,3.3333333333333335,largo,weekday
240,2562,sábado,JETBLUE,BOSTON,este de ee. uu.,Large,Gates 1-12,2018-12-31,165.0,Limpio,Muy seguro,Algo satisfecho,2.75,medio,weekend
241,2682,viernes,UNITED,CHICAGO-O'HARE,midwest us,Hub,Gates 60-69,2018-12-31,105.0,Algo limpio,Algo seguro,Neutral,1.75,medio,weekday
242,1771,jueves,AMERICAN,CHICAGO-O'HARE,midwest us,Hub,Gates 50-59,2018-12-31,115.0,Limpio,Muy seguro,Muy satisfecho,1.9166666666666667,medio,weekday
243,3265,martes,UNITED,SAN DIEGO,oeste de ee. uu.,Medium,Gates 70-90,2018-12-31,82.0,Limpio,Algo seguro,Algo satisfecho,1.3666666666666667,medio,weekday
244,2937,martes,SUDOESTE,SAN DIEGO,oeste de ee. uu.,Medium,Gates 20-39,2018-12-31,225.0,Promedio,Algo seguro,Neutral,3.75,largo,weekday
245,2550,martes,UNITED,CHICAGO-O'HARE,midwest us,Hub,Gates 60-69,2018-12-31,300.0,Limpio,Muy seguro,Muy satisfecho,5.0,largo,weekday
246,810,domingo,ALASKA,BALTIMORE,este de ee. uu.,Medium,Gates 50-59,2018-12-31,170.0,Limpio,Algo seguro,Neutral,2.8333333333333335,medio,weekend
248,664,jueves,UNITED,NEWARK,east us,Hub,Gates 70-90,2018-12-31,120.0,Algo limpio,Algo seguro,Algo satisfecho,2.0,medio,weekday
249,2894,jueves,DELTA,SALT LAKE CITY,oeste de ee. uu.,Medium,Gates 40-48,2018-12-31,125.0,Algo limpio,Algo seguro,Algo satisfecho,2.0833333333333335,medio,weekday
250,2703,viernes,UNITED,CHICAGO-O'HARE,midwest us,Hub,Gates 60-69,2018-12-31,150.0,Limpio,Muy seguro,Algo satisfecho,2.5,medio,weekday
251,2364,miércoles,UNITED,AUSTIN,medio oeste de ee. uu.,Medium,Gates 70-90,2018-12-31,105.0,Algo limpio,Muy seguro,Algo satisfecho,1.75,medio,weekday
252,1038,viernes,AIR CANADA,VANCOUVER,canadá / méxico,Medium,Gates 91-102,2018-12-31,125.0,Algo limpio,Algo seguro,Neutral,2.0833333333333335,medio,weekday
253,3030,martes,UNITED,PORTLAND,oeste de ee. uu.,Medium,Gates 70-90,2018-12-31,150.0,Algo limpio,Algo seguro,Muy satisfecho,2.5,medio,weekday
254,1438,sábado,UNITED,PORTLAND,oeste de ee. uu.,Medium,Gates 70-90,2018-12-31,130.0,Algo limpio,Muy seguro,Algo satisfecho,2.1666666666666665,medio,weekend
255,1634,jueves,KOREAN AIR,SEÚL,asia,Hub,Gates 1-12,2018-12-31,120.0,Promedio,Neutral,Algo satisfecho,2.0,medio,weekday
256,2142,miércoles,AIR CANADA,VANCOUVER,canadá / méxico,Medium,Gates 91-102,2018-12-31,125.0,Algo limpio,Algo seguro,Neutral,2.0833333333333335,medio,weekday
257,3198,martes,UNITED,ONTARIO (CALIF),oeste de ee. uu.,Small,Gates 70-90,2018-12-31,1365.0,Promedio,Algo seguro,Algo insatisfecho,22.75,largo,weekday
259,2658,sábado,AEROMEXICO,CIUDAD DE MÉXICO,canadá / méxico,Hub,Gates 1-12,2018-12-31,155.0,Algo limpio,Algo seguro,Algo satisfecho,2.5833333333333335,medio,weekend
260,282,jueves,UNITED,BALTIMORE,este de ee. uu.,Medium,Gates 70-90,2018-12-31,224.0,Limpio,Muy seguro,Algo satisfecho,3.7333333333333334,largo,weekday
261,100,martes,UNITED,WASHINGTON DC-DULLES,east us,Medium,Gates 70-90,2018-12-31,120.0,Algo limpio,Muy seguro,Algo satisfecho,2.0,medio,weekday
263,3243,miércoles,AMERICAN,PHOENIX,west us,Hub,Gates 50-59,2018-12-31,125.0,Limpio,Muy seguro,Algo satisfecho,2.0833333333333335,medio,weekday
265,1646,sábado,VIRGIN ATLANTIC,LONDON HEATHROW,europa,Hub,Gates 1-12,2018-12-31,350.0,Algo limpio,Muy seguro,Neutral,5.833333333333333,largo,weekend
267,662,jueves,UNITED,NEWARK,east us,Hub,Gates 70-90,2018-12-31,225.0,Limpio,Muy seguro,Muy satisfecho,3.75,largo,weekday
269,622,jueves,ALASKA,NEWARK,este de ee. uu.,Hub,Gates 50-59,2018-12-31,110.0,Algo limpio,Muy seguro,Neutral,1.8333333333333333,medio,weekday
270,2132,miércoles,FRONTIER,DENVER,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,183.0,Promedio,Muy seguro,Algo satisfecho,3.05,largo,weekday
271,2395,miércoles,UNITED INTL,BEIJING,asia,Hub,Gates 91-102,2018-12-31,180.0,Algo limpio,Algo seguro,Muy satisfecho,3.0,medio,weekday
272,2126,lunes,UNITED INTL,CIUDAD DE MÉXICO,canadá / méxico,Hub,Gates 91-102,2018-12-31,190.0,Limpio,Muy seguro,Algo satisfecho,3.1666666666666665,largo,weekday
273,325,jueves,UNITED,BURBANK,west us,Small,Gates 70-90,2018-12-31,166.37267582861762,Algo limpio,Muy seguro,Algo satisfecho,2.77287793047696,medio,weekday
274,2531,sábado,UNITED,NEWARK,east us,Hub,Gates 70-90,2018-12-31,130.0,Algo limpio,Muy seguro,Muy satisfecho,2.1666666666666665,medio,weekend
275,3210,jueves,AMERICAN,LOS ANGELES,oeste de ee. uu.,Hub,Gates 50-59,2018-12-31,160.0,Algo limpio,Muy seguro,Muy satisfecho,2.6666666666666665,medio,weekday
276,1816,lunes,UNITED INTL,LONDON HEATHROW,europa,Hub,Gates 91-102,2018-12-31,215.0,Promedio,Algo seguro,Algo satisfecho,3.5833333333333335,largo,weekday
278,2852,martes,UNITED,SEATTLE,oeste de ee. uu.,Hub,Gates 70-90,2018-12-31,607.0,Algo limpio,Muy seguro,Neutral,10.116666666666667,largo,weekday
279,3063,domingo,PHILIPPINE AIRLINES,MANILA,asia,Medium,Gates 1-12,2018-01-01,215.0,Limpio,Muy seguro,Algo satisfecho,3.5833333333333335,largo,weekend
280,1923,sábado,AIR FRANCE / KLM,PARIS-DE GAULLE,europa,Hub,Gates 1-12,2018-12-31,185.0,Limpio,Muy seguro,Algo satisfecho,3.0833333333333335,largo,weekend
281,2785,domingo,WOW,REYKJAVIK,europa,Small,Gates 1-12,2018-12-31,195.0,Algo limpio,Muy seguro,Algo satisfecho,3.25,largo,weekend
282,415,sábado,UNITED,PHOENIX,west us,Hub,Gates 70-90,2018-12-31,55.0,Algo limpio,Muy seguro,Muy satisfecho,0.9166666666666666,corto,weekend
283,419,domingo,UNITED,INDIANAPOLIS,medio oeste de ee. uu.,Medium,Gates 60-69,2018-12-31,173.0,Algo limpio,Muy seguro,Algo satisfecho,2.8833333333333333,medio,weekend
284,1669,sábado,EMIRATES,DUBAI,medio oriente,Hub,Gates 1-12,2018-12-31,195.0,Algo limpio,Muy seguro,Algo satisfecho,3.25,largo,weekend
285,420,domingo,UNITED,INDIANAPOLIS,medio oeste de ee. uu.,Medium,Gates 60-69,2018-12-31,158.0,Algo limpio,Algo seguro,Algo satisfecho,2.6333333333333333,medio,weekend
289,2473,viernes,UNITED,DENVER,oeste de ee. uu.,Hub,Gates 70-90,2018-12-31,231.0,Algo limpio,Algo seguro,Algo satisfecho,3.85,largo,weekday
290,1769,jueves,AMERICAN,CHICAGO-O'HARE,midwest us,Hub,Gates 50-59,2018-12-31,95.0,Algo limpio,Muy seguro,Algo satisfecho,1.5833333333333333,medio,weekday
291,2122,jueves,CATHAY PACIFIC,HONG KONG,asia,Hub,Gates 1-12,2018-12-31,125.0,Promedio,Neutral,Neutral,2.0833333333333335,medio,weekday
292,2921,viernes,TURKISH AIRLINES,ESTAMBUL,medio oriente,Hub,Gates 91-102,2018-12-31,235.0,Limpio,Muy seguro,Muy satisfecho,3.9166666666666665,largo,weekday
293,1180,martes,SUDOESTE,LAS VEGAS,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,166.37267582861762,Limpio,Muy seguro,Algo satisfecho,2.77287793047696,medio,weekday
294,836,domingo,ALASKA,SEATTLE,oeste de ee. uu.,Hub,Gates 50-59,2018-12-31,155.0,Algo limpio,Algo seguro,Algo satisfecho,2.5833333333333335,medio,weekend
295,2899,jueves,DELTA,SALT LAKE CITY,oeste de ee. uu.,Medium,Gates 40-48,2018-12-31,105.0,Limpio,Muy seguro,Muy satisfecho,1.75,medio,weekday
296,659,jueves,UNITED,NEWARK,east us,Hub,Gates 70-90,2018-12-31,135.0,Algo limpio,Muy seguro,Neutral,2.25,medio,weekday
297,2240,jueves,SUDOESTE,PHOENIX,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,110.0,Promedio,Algo seguro,Algo satisfecho,1.8333333333333333,medio,weekday
298,323,jueves,UNITED,BURBANK,west us,Small,Gates 70-90,2018-12-31,250.0,Limpio,Muy seguro,Muy satisfecho,4.166666666666667,largo,weekday
299,506,domingo,ALASKA,PORTLAND,oeste de ee. uu.,Medium,Gates 50-59,2018-12-31,148.0,Promedio,Algo seguro,Algo insatisfecho,2.466666666666667,medio,weekend
300,2864,martes,UNITED,SEATTLE,oeste de ee. uu.,Hub,Gates 70-90,2018-12-31,148.0,Algo limpio,Algo seguro,Neutral,2.466666666666667,medio,weekday
302,2654,sábado,AEROMEXICO,CIUDAD DE MÉXICO,canadá / méxico,Hub,Gates 1-12,2018-12-31,230.0,Limpio,Muy seguro,Algo satisfecho,3.8333333333333335,largo,weekend
303,2662,viernes,UNITED,RALEIGH-DURHAM,este de ee. uu.,Medium,Gates 60-69,2018-12-31,105.0,Limpio,Neutral,Algo satisfecho,1.75,medio,weekday
304,430,domingo,UNITED,INDIANAPOLIS,medio oeste de ee. uu.,Medium,Gates 60-69,2018-12-31,173.0,Limpio,Muy seguro,Muy satisfecho,2.8833333333333333,medio,weekend
305,1281,martes,UNITED INTL,LONDON HEATHROW,europa,Hub,Gates 91-102,2018-12-31,150.0,Algo limpio,Algo seguro,Algo satisfecho,2.5,medio,weekday
306,2966,miércoles,AMERICAN,CHARLOTTE,east us,Hub,Gates 50-59,2018-12-31,105.0,Limpio,Muy seguro,Algo satisfecho,1.75,medio,weekday
307,1968,viernes,CATHAY PACIFIC,HONG KONG,asia,Hub,Gates 1-12,2018-12-31,140.0,Algo limpio,Algo seguro,Algo satisfecho,2.3333333333333335,medio,weekday
309,3249,miércoles,AMERICAN,PHOENIX,west us,Hub,Gates 50-59,2018-12-31,185.0,Limpio,Muy seguro,Muy satisfecho,3.0833333333333335,largo,weekday
310,2941,viernes,TURKISH AIRLINES,ESTAMBUL,oriente medio,Hub,Gates 91-102,2018-12-31,195.0,Algo limpio,Algo seguro,Neutral,3.25,largo,weekday
311,2810,jueves,DELTA,LOS ÁNGELES,oeste de ee. uu.,Hub,Gates 40-48,2018-12-31,100.0,Algo limpio,Neutral,Algo satisfecho,1.6666666666666667,medio,weekday
313,2613,martes,UNITED,CHICAGO-O'HARE,midwest us,Hub,Gates 60-69,2018-12-31,100.0,Algo limpio,Algo seguro,Neutral,1.6666666666666667,medio,weekday
314,1914,sábado,AIR FRANCE / KLM,PARIS-DE GAULLE,europa,Hub,Gates 1-12,2018-12-31,185.0,Algo limpio,Muy seguro,Algo satisfecho,3.0833333333333335,largo,weekend
315,194,miércoles,AMERICAN,LOS ANGELES,oeste de ee. uu.,Hub,Gates 50-59,2018-12-31,190.0,Algo limpio,Algo seguro,Algo satisfecho,3.1666666666666665,largo,weekday
316,2316,martes,UNITED,SAN ANTONIO,midwest us,Medium,Gates 70-90,2018-12-31,150.0,Limpio,Algo seguro,Muy satisfecho,2.5,medio,weekday
317,1430,miércoles,UNITED,LAS VEGAS,west us,Hub,Gates 60-69,2018-12-31,82.0,Limpio,Algo seguro,Muy satisfecho,1.3666666666666667,medio,weekday
318,2881,viernes,EVA AIR,TAIPEI,asia,Hub,Gates 91-102,2018-12-31,130.0,Limpio,Muy seguro,Muy satisfecho,2.1666666666666665,medio,weekday
319,1864,martes,UNITED,LOS ANGELES,west us,Hub,Gates 60-69,2018-12-31,100.0,Promedio,Algo seguro,Algo insatisfecho,1.6666666666666667,medio,weekday
321,1702,domingo,AIR FRANCE / KLM,PARIS-DE GAULLE,europa,Hub,Gates 1-12,2018-12-31,120.0,Limpio,Algo seguro,Muy satisfecho,2.0,medio,weekend
322,653,viernes,UNITED INTL,MUNICH,europa,Hub,Gates 91-102,2018-12-31,205.0,Algo limpio,Neutral,Neutral,3.4166666666666665,largo,weekday
323,1500,miércoles,DELTA,LOS ÁNGELES,oeste de ee. uu.,Hub,Gates 40-48,2018-12-31,135.0,Algo limpio,Neutral,Neutral,2.25,medio,weekday
324,2660,sábado,JETBLUE,BOSTON,este de ee. uu.,Large,Gates 1-12,2018-12-31,132.0,Algo limpio,Muy seguro,Algo satisfecho,2.2,medio,weekend
325,656,jueves,UNITED,NEWARK,east us,Hub,Gates 70-90,2018-12-31,225.0,Algo limpio,Muy seguro,Algo satisfecho,3.75,largo,weekday
326,1908,martes,UNITED,BOSTON,este de ee. uu.,Large,Gates 70-90,2018-12-31,115.0,Limpio,Muy seguro,Algo satisfecho,1.9166666666666667,medio,weekday
327,427,domingo,UNITED,HONOLULU,oeste de ee. uu.,Medium,Gates 70-90,2018-12-31,485.0,Algo limpio,Muy seguro,Algo satisfecho,8.083333333333334,largo,weekend
328,630,jueves,ALASKA,NEWARK,east us,Hub,Gates 50-59,2018-12-31,85.0,Limpio,Neutral,Muy satisfecho,1.4166666666666667,medio,weekday
329,1928,sábado,AIR FRANCE / KLM,PARIS-DE GAULLE,europa,Hub,Gates 1-12,2018-12-31,155.0,Algo limpio,Algo seguro,Algo satisfecho,2.5833333333333335,medio,weekend
331,1587,miércoles,DELTA,SALT LAKE CITY,oeste de ee. uu.,Medium,Gates 40-48,2018-12-31,110.0,Algo limpio,Algo seguro,Algo satisfecho,1.8333333333333333,medio,weekday
332,1830,lunes,TURKISH AIRLINES,ESTAMBUL,medio oriente,Hub,Gates 91-102,2018-12-31,135.0,Limpio,Muy seguro,Muy satisfecho,2.25,medio,weekday
333,2516,viernes,UNITED,CHICAGO-O'HARE,midwest us,Hub,Gates 60-69,2018-12-31,199.0,Limpio,Algo seguro,Algo satisfecho,3.316666666666667,largo,weekday
334,1076,viernes,AIR CANADA,CALGARY,canadá / méxico,Medium,Gates 91-102,2018-12-31,295.0,Promedio,Algo seguro,Algo satisfecho,4.916666666666667,largo,weekday
335,2943,miércoles,SUDOESTE,LOS ÁNGELES,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,125.0,Limpio,Muy seguro,Muy satisfecho,2.0833333333333335,medio,weekday
336,2939,martes,SUDOESTE,SAN DIEGO,oeste de ee. uu.,Medium,Gates 20-39,2018-12-31,585.0,Promedio,Muy seguro,Algo insatisfecho,9.75,largo,weekday
337,605,jueves,ALASKA,WASHINGTON DC-DULLES,este de ee. uu.,Medium,Gates 50-59,2018-12-31,85.0,Algo limpio,Neutral,Algo satisfecho,1.4166666666666667,medio,weekday
338,288,jueves,UNITED,BALTIMORE,este de ee. uu.,Medium,Gates 70-90,2018-12-31,104.0,Algo limpio,Algo seguro,Algo satisfecho,1.7333333333333334,medio,weekday
339,2622,martes,JETBLUE,BOSTON,este de ee. uu.,Large,Gates 1-12,2018-12-31,87.0,Algo limpio,Algo seguro,Neutral,1.45,medio,weekday
340,3124,domingo,COPA,CIUDAD DE PANAMÁ,centroamérica / sudamérica,Medium,Gates 1-12,2018-12-31,143.0,Algo limpio,Neutral,Algo satisfecho,2.3833333333333333,medio,weekend
341,2431,miércoles,AIR NEW ZEALAND,AUCKLAND,australia / nueva zelanda,Medium,Gates 91-102,2018-12-31,220.0,Algo limpio,Algo seguro,Algo satisfecho,3.6666666666666665,largo,weekday
342,1657,sábado,EMIRATES,DUBAI,medio oriente,Hub,Gates 1-12,2018-12-31,180.0,Promedio,Algo seguro,Neutral,3.0,medio,weekend
343,879,martes,ALASKA,RALEIGH-DURHAM,este de ee. uu.,Medium,Gates 50-59,2018-12-31,160.0,Algo limpio,Muy seguro,Algo satisfecho,2.6666666666666665,medio,weekday
344,886,martes,ALASKA,RALEIGH-DURHAM,este de ee. uu.,Medium,Gates 50-59,2018-12-31,175.0,Limpio,Muy seguro,Algo satisfecho,2.9166666666666665,medio,weekday
345,1557,jueves,DELTA,NUEVA YORK-JFK,este de ee. uu.,Hub,Gates 40-48,2018-12-31,105.0,Algo limpio,Muy seguro,Algo satisfecho,1.75,medio,weekday
